RefSeq	Log2_FC	logCPM	LR	Pval	Padj	Chr	Strand	Start	End	Symbol	txLength	countLength	WL650_none_aortic_HAoEC_none_hsap_1487_Basal_TCAG1Aligned_uniq_sortedByReadname.bam	WL647_none_aortic_HAoEC_none_hsap_2139_Basal_TCAG1Aligned_uniq_sortedByReadname.bam	WL649_none_aortic_HAoEC_none_hsap_1487_TNFa.DMSO_TCAG1Aligned_uniq_sortedByReadname.bam	WL645_none_aortic_HAoEC_none_hsap_2139_TNFa.DMSO_TCAG1Aligned_uniq_sortedByReadname.bam
NM_000202	0.0562458008236822	7.08248176346964	0.0141463422546835	0.905324161338639	1	chrX	-	148560294	148586884	IDS	26590	5852	6.96717926894094	7.13584692741661	7.04345708122526	7.17207473892605
NM_000203	0.0362939373664689	4.78322224246337	0.005068842830525	0.943241919060136	1	chr4	+	980784	998345	IDUA	17561	2214	4.96500723938409	4.52854983253384	4.57926688814971	4.98576151854691
NM_000204	0.0649612458230151	0.927959966293017	0.00854889710931417	0.92633237489322	1	chr4	-	110661847	110723335	CFI	61488	2161	0.439965468394339	0.977125774615349	1.68052590506726	-0.152386002793673
NM_000206	-7.162887848519	-1.42074012262039	29.1136604937052	6.82540235005726e-08	1.7467495906133e-05	chrX	-	70327253	70331481	IL2RG	4228	1534	-0.342185385790985	-1.11840505904281	-6.9263504872914	-6.92635048729141
NM_000207	1.6665552997375e-17	-3.92635065335074	0	1	1	chr11	-	2181008	2182439	INS	1431	219	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_000208	0.103529510014686	4.91681964614317	0.0424989030426275	0.836671696015231	1	chr19	-	7112265	7294011	INSR	181746	9059	4.92343923993807	4.71735515555409	5.39592075355286	4.45146167262611
NM_000209	1.6665552997375e-17	-3.92635065335074	0	1	1	chr13	+	28494167	28500451	PDX1	6284	2573	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_000210	0.0516740180275892	5.75400282961394	0.0110694742903092	0.916207930793302	1	chr2	+	173292313	173371181	ITGA6	78868	5810	5.61709483772315	5.81929467061105	5.96146452246442	5.57861167126254
NM_000212	-0.082953024235364	7.61833418498574	0.0307937094036603	0.860701412289655	1	chr17	+	45331207	45390077	ITGB3	58870	4894	7.09437191693149	8.06152955261199	7.00391876213981	7.9860682003852
NM_000213	0.0210194007982356	7.33167534766027	0.00193608314901894	0.96490365070508	1	chr17	+	73717515	73753899	ITGB4	36384	5919	7.33720971677482	7.29420069195465	7.50359757224473	7.16984331894644
NM_000214	0.2294719294492	7.51617708648276	0.229380637707578	0.631983457020743	1	chr20	-	10618331	10654694	JAG1	36363	5987	7.17061405295709	7.56026866021751	7.22833701456552	7.96128394801421
NM_000215	0.565331523767634	3.01639349638963	0.955729089750911	0.328265281425748	1	chr19	-	17935592	17958841	JAK3	23249	5434	3.30858667390834	1.95178924695242	3.13423710916514	3.26187242761372
NM_000216	-0.228428940285485	2.94170667232154	0.180088691369733	0.671297031665044	1	chrX	-	8496914	8700227	KAL1	203313	6314	2.70864528361591	3.31623340645397	3.03672087520417	2.53685568205967
NM_000217	1.6665552997375e-17	-3.92635065335074	0	1	1	chr12	+	5019072	5027422	KCNA1	8350	7983	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_000218	-6.65160193390271	-1.88446733760739	22.7173704232151	1.87663759482647e-06	0.000223656265111647	chr11	+	2466220	2870340	KCNQ1	404120	3246	-1.32722682146568	-1.2161024850134	-6.9263504872914	-6.92635048729141
NM_000219	1.6665552997375e-17	-3.92635065335074	0	1	1	chr21	-	35818985	35884573	KCNE1	65588	3572	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_000222	-0.135057975775039	1.67388041845264	0.050099133807084	0.822890863294944	1	chr4	+	55524094	55606881	KIT	82787	5176	2.01908706513669	0.571433966562061	2.66940866499699	-0.448907300404805
NM_000223	1.6665552997375e-17	-3.92635065335074	0	1	1	chr17	-	39017429	39023462	KRT12	6033	1992	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_000226	1.6665552997375e-17	-3.92635065335074	0	1	1	chr17	-	39722093	39728310	KRT9	6217	2289	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_000228	-1.06944747058269	1.81194778712892	2.00753865571811	0.156519075506706	1	chr1	-	209788217	209825820	LAMB3	37603	4055	1.771708142101	2.16082821346059	-0.780703763422907	2.39886384776813
NM_000229	0.394657082311956	2.88137040428482	0.638942785602509	0.424093889255722	1	chr16	-	67973786	67978015	LCAT	4229	1189	2.89222540044048	2.41038441048529	3.0652616857399	3.02565242361544
NM_000230	1.6665552997375e-17	-3.92635065335074	0	1	1	chr7	+	127881330	127897682	LEP	16352	3427	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_000231	1.92282185332249	-0.482318168368236	6.49307994362117	0.0108295193222084	0.167010942120507	chr13	+	23755059	23899304	SGCG	144245	1655	-0.40858374108803	-6.92635048729141	0.720562868188553	-1.66800419404354
NM_000232	0.141591035902365	4.88308588916274	0.0653028712748096	0.798302759777661	1	chr4	-	52886860	52904485	SGCB	17625	4279	4.10579772594609	5.3752704247312	4.9055419497738	4.86268432262369
NM_000233	1.6665552997375e-17	-3.92635065335074	0	1	1	chr2	-	48913912	48982880	LHCGR	68968	3093	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_000234	-0.0506542036567523	4.70352336942366	0.0110192434824228	0.916397562958789	1	chr19	-	48618701	48673860	LIG1	55159	3384	5.04316228124559	4.35868907120349	4.80758393437636	4.49310887930124
NM_000235	0.363727687030871	5.10475960357045	0.58138141525847	0.445771359121974	1	chr10	-	90973325	91011796	LIPA	38471	2763	4.534718718971	5.22166756630758	4.98611745504387	5.49819114543185
NM_000236	1.6665552997375e-17	-3.92635065335074	0	1	1	chr15	+	58724174	58861073	LIPC	136899	1604	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_000237	1.6665552997375e-17	-3.92635065335074	0	1	1	chr8	+	19796581	19824770	LPL	28189	3747	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_000238	-5.81567239901222	-2.56091488937763	12.4839567306264	0.000410461879651149	0.0123582306467941	chr7	-	150642043	150675402	KCNH2	33359	4290	-6.92635048729141	-1.32089954043659	-6.9263504872914	-6.92635048729141
NM_000239	-5.57898384802876	-2.70197328913415	11.0803787467593	0.000872459788277383	0.0222362707949948	chr12	+	69742133	69748013	LYZ	5880	1516	-6.92635048729141	-1.55652998037752	-6.9263504872914	-6.92635048729141
NM_000242	1.6665552997375e-17	-3.92635065335074	0	1	1	chr10	-	54525139	54531460	MBL2	6321	3569	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_000245	0.19095826512031	7.01855892194802	0.159623512490185	0.689503376347129	1	chr7	+	116312458	116438440	MET	125982	6622	6.99393240250206	6.82111488506264	7.33839811881007	6.85857358170305
NM_000246	-2.38860035392158	-3.75902964643733	1.40167389878048	0.23644350641292	1	chr16	+	10971054	11018840	CIITA	47786	4654	-6.92635048729141	-4.70348564166785	-6.9263504872914	-6.92635048729141
NM_000249	0.226235624619234	4.66930449278364	0.200462240985161	0.654347996853711	1	chr3	+	37034840	37092337	MLH1	57497	2662	4.49213390352373	4.55840210435392	5.10600851740771	4.39717604931036
NM_000250	4.78269821201939	-3.07520070732866	7.2697752565408	0.00701245773674968	0.116903102657188	chr17	-	56347216	56358296	MPO	11080	3215	-6.92635048729141	-6.92635048729141	-1.97617888368404	-6.92635048729141
NM_000251	-0.120639868525122	2.06798692242089	0.0594812575094943	0.807317720467864	1	chr2	+	47630205	47710367	MSH2	80162	3209	1.91433834688483	2.28207753017645	1.90238960351196	2.05639359812891
NM_000252	0.222830442260627	2.31099499812368	0.183772485520112	0.668151072123142	1	chrX	+	149737046	149841616	MTM1	104570	3436	2.43339278589289	1.89442838565266	2.23942268790469	2.52991279543319
NM_000254	-0.0587420033341313	6.50024939353139	0.0153177915275649	0.901501292501034	1	chr1	+	236958580	237067281	MTR	108701	10558	6.49060042994575	6.56493447334881	6.51631566926992	6.42181767034268
NM_000255	0.610477100993749	2.96093630008427	1.47500210860454	0.224558128973312	1	chr6	-	49398072	49431041	MUT	32969	3886	2.9397019930604	2.2549877042583	3.24441974096461	3.17107842065657
NM_000256	1.6665552997375e-17	-3.92635065335074	0	1	1	chr11	-	47352956	47374253	MYBPC3	21297	4217	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_000257	1.6665552997375e-17	-3.92635065335074	0	1	1	chr14	-	23881946	23904895	MYH7	22949	6055	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_000258	1.6665552997375e-17	-3.92635065335074	0	1	1	chr3	-	46899356	46904973	MYL3	5617	929	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_000259	-0.0753453092299027	8.26803673084695	0.0253382498016919	0.873527116557141	1	chr15	-	52599479	52821247	MYO5A	221768	12225	8.26944237285099	8.33973148988538	8.25777031899736	8.20073311652198
NM_000260	1.7927856450817	-1.26890861640724	4.57671190019787	0.0324093479466147	0.388215200134717	chr11	+	76839309	76926286	MYO7A	86977	7465	-1.20417828756478	-6.92635048729141	-0.682527228726183	-1.32818054234219
NM_000261	1.6665552997375e-17	-3.92635065335074	0	1	1	chr1	-	171604556	171621773	MYOC	17217	2045	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_000262	-0.423132108084527	6.38533539022876	0.789765643746421	0.374170999084121	1	chr22	-	42454337	42466846	NAGA	12509	3726	6.67323189534402	6.48412775450942	6.1506414573695	6.16040400884813
NM_000263	0.0508936595334725	5.43058609466195	0.00994766931495406	0.92055232863287	1	chr17	+	40687950	40696466	NAGLU	8516	2782	5.20734314332195	5.56551920158645	5.68856476436085	5.1867397140597
NM_000265	1.6665552997375e-17	-3.92635065335074	0	1	1	chr7	+	74188308	74203720	NCF1	15412	1459	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_000266	-1.08439660598256	-1.53855318821111	1.55759899176285	0.212017120595485	1	chrX	-	43808023	43832921	NDP	24898	2002	-6.92635048729141	-0.450022570013496	-6.9263504872914	-1.54561777528624
NM_000268	0.0816694476522538	8.24604134448048	0.0296920329309938	0.863190864851946	1	chr22	+	29999544	30094589	NF2	95045	6029	8.44671763049953	7.92855098852552	8.44503912936081	8.09356877989912
NM_000270	-0.269541172077142	7.49019518014469	0.323095708764669	0.569753149827716	1	chr14	+	20937537	20946165	PNP	8628	2421	7.99147408893294	7.13862860948754	7.64709647527264	6.94397114218503
NM_000271	-0.263909774915642	5.26103068296147	0.265714294471621	0.606221257735597	1	chr18	-	21111462	21166581	NPC1	55119	4814	5.59184340522191	5.14504242283271	4.8916640672036	5.31646770791579
NM_000272	-1.75560446787334	-0.527088154347579	2.4686395787988	0.116138406704397	0.925296233137517	chr2	-	110880913	110962639	NPHP1	81726	2750	0.101258306890205	-0.709819934435721	-6.9263504872914	-0.293041912699889
NM_000273	1.06728433889339	-0.954535714762329	2.1402863655366	0.14347510690921	1	chrX	-	9693452	9734005	GPR143	40553	1696	-4.51607163017132	-0.859669028299365	-2.93024925188403	0.055284801039146
NM_000274	-0.385411143815292	4.5178233901709	0.614928147865953	0.432938286232585	1	chr10	-	126085871	126107545	OAT	21674	2092	4.2871631775022	5.0405157057873	4.17343577771544	4.38568491389514
NM_000276	0.156321968041152	5.26860109173791	0.108416894688762	0.74195372716196	1	chrX	+	128674251	128726530	OCRL	52279	5154	5.2225044223542	5.14749959567807	5.41545085193057	5.26722051497492
NM_000277	1.6665552997375e-17	-3.92635065335074	0	1	1	chr12	-	103232103	103311381	PAH	79278	2681	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_000281	0.202876216638371	5.07430662459408	0.181726582530708	0.669893622465141	1	chr10	-	72643264	72648543	PCBD1	5279	1010	4.3336032356292	5.41863902295039	4.58912812693611	5.56933003267233
NM_000284	-0.506318964690359	4.24907862340982	1.1201984551687	0.289875725429933	1	chrX	+	19362010	19379825	PDHA1	17815	3372	4.381053767387	4.56576964485587	3.91967954938222	4.01501352473713
NM_000286	-0.264962680437644	3.45398543268248	0.268164724002485	0.604565556202062	1	chr17	-	33901813	33905656	PEX12	3843	2683	3.15614245734829	3.92963804715883	3.29951435917022	3.26187242761372
NM_000287	-0.419665768812699	3.27844943396833	0.748989840809745	0.386796241711412	1	chr6	-	42931610	42946981	PEX6	15371	3498	3.53743644726822	3.3886447032608	2.992822230342	3.093149066692
NM_000288	-5.0847300752751	-2.93444198505773	9.26511254197626	0.00233560126954218	0.048182589153148	chr6	+	137143701	137235072	PEX7	91371	1482	-3.65858380541374	-2.40221342648278	-6.9263504872914	-6.92635048729141
NM_000290	1.6665552997375e-17	-3.92635065335074	0	1	1	chr7	-	44102325	44105186	PGAM2	2861	857	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_000291	-0.00854906626138646	6.53390996471009	0.000326140570400923	0.98559149676458	1	chrX	+	77359665	77382324	PGK1	22659	2423	6.57033277324538	6.50200002202943	6.60099411184018	6.45426732795471
NM_000292	0.035271741770937	3.80345984415085	0.00508604997903461	0.943145825584505	1	chrX	-	18910415	19002480	PHKA2	92065	5325	4.39571960906664	2.91030045052158	4.1436338500734	3.23650905972757
NM_000293	-0.042794910344106	4.64005536540517	0.00809500217029946	0.928309282559933	1	chr16	+	47495209	47735434	PHKB	240225	5491	4.56962969910273	4.74032659465377	4.51605835685985	4.70826850849722
NM_000296	0.259634676503185	6.18503519724591	0.300379874696944	0.583644371432718	1	chr16	-	2138710	2185899	PKD1	47189	14126	6.10602432239662	5.98714001142342	6.38449886777706	6.22791930303436
NM_000297	-0.124761061233968	3.23636631889776	0.0658522308403233	0.797474531277795	1	chr4	+	88928798	88998931	PKD2	70133	5079	3.45581215637529	3.06907499280854	3.49050634922394	2.78446043390291
NM_000298	1.6665552997375e-17	-3.92635065335074	0	1	1	chr1	-	155259083	155271225	PKLR	12142	3043	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_000299	1.6665552997375e-17	-3.92635065335074	0	1	1	chr1	+	201252579	201302121	PKP1	49542	5447	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_000300	1.6665552997375e-17	-3.92635065335074	0	1	1	chr1	-	20301923	20306932	PLA2G2A	5009	1000	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_000301	1.6665552997375e-17	-3.92635065335074	0	1	1	chr6	+	161123224	161175085	PLG	51861	3537	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_000302	-0.0795999317731374	9.01940860341281	0.0283319317668429	0.866330817677523	1	chr1	+	11994723	12035599	PLOD1	40876	3031	9.13430026621274	8.98035841440398	9.00431014549265	8.95114461966255
NM_000303	-0.403144583923553	5.73636124557893	0.622078741088622	0.430275860180255	1	chr16	+	8891669	8943194	PMM2	51525	2323	5.80186584289441	5.962930511787	4.96733700295444	5.98937541166696
NM_000305	0.380868999242826	4.31622612443297	0.636718950216276	0.424901416121993	1	chr7	-	95034173	95064384	PON2	30211	1654	4.13813782077255	4.07870503557793	4.54927217785912	4.42924584889894
NM_000307	1.6665552997375e-17	-3.92635065335074	0	1	1	chrX	+	82763268	82764775	POU3F4	1507	1507	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_000310	-0.0303805595621313	6.73723591424127	0.00411934652111867	0.948825201845746	1	chr1	-	40538381	40563142	PPT1	24761	2504	6.85623736417524	6.64145418910856	6.7838436224081	6.65307062747519
NM_000312	-2.38860035392158	-3.75902964643733	1.40167389878048	0.23644350641292	1	chr2	+	128175995	128186822	PROC	10827	1780	-6.92635048729141	-4.70348564166785	-6.9263504872914	-6.92635048729141
NM_000313	-0.275972275614843	0.654300161588318	0.260756117824379	0.609601167045	1	chr3	-	93591880	93692934	PROS1	101054	3580	-0.0495167080573817	1.18277303196192	-0.504196359727355	1.04956575727129
NM_000314	0.0114041776062984	5.43934893374054	0.000530603848972078	0.98162248209882	1	chr10	+	89623194	89728532	PTEN	105338	5547	5.21149386404289	5.6319536674727	5.54649047219376	5.32049675466158
NM_000315	1.6665552997375e-17	-3.92635065335074	0	1	1	chr11	-	13513600	13517567	PTH	3967	814	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_000316	-2.6196032800886	-2.94696256122347	3.83010018782305	0.0503399236505512	0.529044103270888	chr3	+	46919235	46945289	PTH1R	26054	2128	-6.92635048729141	-2.18880619468969	-6.9263504872914	-4.79256520840588
NM_000317	-0.631005991054458	1.74723386286126	1.26463495706266	0.260775576457939	1	chr11	+	112097087	112104695	PTS	7608	934	1.5272387870783	2.20867600375948	0.259343541869223	2.14992867154585
NM_000320	-0.0292773722853888	2.1352634926781	0.00351053339890961	0.95275318092169	1	chr4	-	17488015	17513857	QDPR	25842	1653	1.59658605101848	2.50539921987724	1.52482954199484	2.51592597425774
NM_000321	-0.293900851149774	5.6155954776219	0.358605870531473	0.549281520553798	1	chr13	+	48877882	49056026	RB1	178144	4772	5.41236494114595	6.05415216823696	5.40292617778633	5.47668867552609
NM_000322	7.38280992386886	-1.30269080706827	31.0498898637123	2.51480595793834e-08	7.68151535990908e-06	chr6	-	42664332	42690358	PRPH2	26026	3027	-6.92635048729141	-6.92635048729141	-1.25800253706001	-0.108391417886838
NM_000324	1.6665552997375e-17	-3.92635065335074	0	1	1	chr6	-	49572889	49604587	RHAG	31698	1928	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_000326	1.6665552997375e-17	-3.92635065335074	0	1	1	chr15	-	89753097	89764922	RLBP1	11825	1752	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_000327	-0.760784961108269	0.942345272743553	0.888744445473201	0.345817778169915	1	chr11	+	62380212	62382592	ROM1	2380	1878	1.50936831812248	0.600420661626163	-0.886052319606079	1.33094639135491
NM_000328	-0.00236564577599002	4.02890236275569	2.21453688311612e-05	0.996245259583536	1	chrX	-	38128422	38186788	RPGR	58366	3072	4.07878757786559	3.9381785595026	3.70067013731866	4.30867500266782
NM_000329	1.6665552997375e-17	-3.92635065335074	0	1	1	chr1	-	68894506	68915642	RPE65	21136	2608	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_000330	1.6665552997375e-17	-3.92635065335074	0	1	1	chrX	-	18657807	18690223	RS1	32416	3026	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_000332	0.103045426216215	6.96652291276803	0.0467989026327871	0.82873010498281	1	chr6	-	16299342	16761721	ATXN1	462379	10636	7.01149612584503	6.79117731788513	7.24207445233906	6.76669427507732
NM_000333	0.261506519817428	6.57228901693132	0.302686892731089	0.582202862989295	1	chr3	+	63850232	63989136	ATXN7	138904	7225	6.65911850851313	6.14302896116211	7.0158487532092	6.30924011779027
NM_000334	1.6665552997375e-17	-3.92635065335074	0	1	1	chr17	-	62015913	62050278	SCN4A	34365	7805	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_000336	-6.66741464393116	-1.95696314152195	20.327173804127	6.52670468909372e-06	0.000572234876861374	chr16	+	23313590	23392620	SCNN1B	79030	2597	-3.12443529654253	-0.640354734624122	-6.9263504872914	-6.92635048729141
NM_000337	1.6665552997375e-17	-3.92635065335074	0	1	1	chr5	+	155753766	156194798	SGCD	441032	9789	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_000338	1.6665552997375e-17	-3.92635065335074	0	1	1	chr15	+	48498497	48596275	SLC12A1	97778	4709	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_000339	1.6665552997375e-17	-3.92635065335074	0	1	1	chr16	+	56899118	56949762	SLC12A3	50644	5567	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_000340	1.6665552997375e-17	-3.92635065335074	0	1	1	chr3	-	170714136	170744768	SLC2A2	30632	3439	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_000341	1.6665552997375e-17	-3.92635065335074	0	1	1	chr2	+	44502596	44547962	SLC3A1	45366	2320	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
